store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date
S005,SKU00583,41,6,5,2025-11-18
S005,SKU02492,174,34,25,2025-07-23
S005,SKU01794,101,14,9,2025-09-08
S005,SKU02307,57,10,8,2025-04-29
S005,SKU02459,40,11,5,2025-08-07
S005,SKU02158,132,28,15,2025-05-22
S005,SKU04620,65,8,4,2025-03-09
S005,SKU04194,88,18,11,2025-08-06
S005,SKU00118,33,6,5,2025-12-22
S005,SKU04424,92,19,11,2025-08-25
S005,SKU04463,104,11,6,2025-10-02
S005,SKU03808,17,4,3,2025-11-07
S005,SKU00079,96,19,10,2025-10-04
S005,SKU03660,14,3,2,2025-12-15
S005,SKU01126,33,8,7,2025-09-07
S005,SKU00029,133,17,9,2025-12-31
S005,SKU03913,8,2,1,2025-11-14
S005,SKU01466,45,4,3,2025-03-24
S005,SKU01855,31,6,4,2025-05-08
S005,SKU03575,91,16,13,2025-01-16
S005,SKU02136,74,21,17,2025-05-11
S005,SKU01730,50,12,11,2025-08-22
S005,SKU04494,64,9,5,2025-03-19
S005,SKU00503,91,12,6,2025-08-17
S005,SKU01504,53,10,8,2025-02-18
S005,SKU02115,70,7,5,2025-01-26
S005,SKU04507,17,2,1,2025-12-04
S005,SKU02448,17,3,2,2025-07-30
S005,SKU04448,21,5,3,2025-06-08
S005,SKU04814,4,1,1,2025-12-30
S005,SKU03239,7,1,1,2025-07-14
S005,SKU03374,182,28,20,2025-10-13
S005,SKU02562,112,16,9,2025-11-04
S005,SKU01502,14,2,1,2025-01-01
S005,SKU01314,108,19,15,2025-06-03
S005,SKU00877,137,16,14,2025-06-11
S005,SKU00552,95,20,12,2025-12-02
S005,SKU00821,5,1,1,2025-07-18
S005,SKU04531,42,11,7,2025-02-24
S005,SKU02860,163,39,33,2025-12-16
S005,SKU01559,24,5,4,2025-07-17
S005,SKU02904,134,25,20,2025-01-10
S005,SKU04213,18,2,1,2025-06-08
S005,SKU02424,61,6,4,2025-12-15
S005,SKU04196,140,36,27,2025-02-10
S005,SKU01955,81,20,18,2025-01-08
S005,SKU04539,33,6,3,2025-09-25
S005,SKU02047,37,8,7,2025-12-12
S005,SKU03678,85,21,12,2025-09-08
S005,SKU02324,110,12,7,2025-04-15
S005,SKU03973,59,13,9,2025-04-20
S005,SKU04299,118,21,19,2025-02-23
S005,SKU00409,94,25,15,2025-01-31
S005,SKU01835,78,16,14,2025-01-29
S005,SKU01789,47,9,8,2025-06-29
S005,SKU01800,70,18,9,2025-10-06
S005,SKU03477,41,4,3,2025-09-01
S005,SKU03261,154,39,20,2025-06-09
S005,SKU04107,33,6,5,2025-05-19
S005,SKU03562,37,5,3,2025-10-25
S005,SKU00091,56,14,9,2025-02-13
S005,SKU01139,76,19,9,2025-12-10
S005,SKU02438,22,5,3,2025-01-15
S005,SKU00497,32,8,7,2025-10-08
S005,SKU03248,16,4,3,2025-03-21
S005,SKU02215,23,6,4,2025-04-14
S005,SKU04425,87,24,12,2025-08-15
S005,SKU01684,122,12,6,2025-02-03
S005,SKU03397,15,3,1,2025-03-10
S005,SKU02251,40,5,4,2025-12-10
S005,SKU01281,60,9,8,2025-09-01
S005,SKU04030,75,17,9,2025-06-08
S005,SKU04742,8,1,1,2025-04-09
S005,SKU03017,28,8,5,2025-01-05
S005,SKU01412,5,1,1,2025-08-01
S005,SKU01939,47,5,4,2025-08-13
S005,SKU02897,41,7,4,2025-10-06
S005,SKU00818,43,11,9,2025-06-10
S005,SKU04083,10,2,1,2025-03-06
S005,SKU03542,107,30,15,2025-12-23
S005,SKU01590,29,4,2,2025-07-23
S005,SKU04787,83,9,4,2025-04-05
S005,SKU00870,80,11,8,2025-05-19
S005,SKU00923,43,8,6,2025-05-05
S005,SKU00161,26,6,3,2025-07-08
S005,SKU02794,20,5,3,2025-02-18
S005,SKU00590,15,3,2,2025-08-18
S005,SKU00021,15,2,1,2025-09-06
S005,SKU01888,40,11,7,2025-02-12
S005,SKU02095,25,7,5,2025-06-02
S005,SKU00857,26,7,4,2025-07-17
S005,SKU04341,6,1,1,2025-05-30
S005,SKU02549,83,17,13,2025-04-22
S005,SKU01440,7,1,1,2025-02-17
S005,SKU00214,192,35,24,2025-12-27
S005,SKU02796,4,1,1,2025-11-16
S005,SKU04292,221,53,35,2025-06-09
S005,SKU02131,43,7,6,2025-07-10
S005,SKU00197,81,12,7,2025-08-09
S005,SKU00289,143,33,17,2025-03-30
S005,SKU02504,37,9,8,2025-09-03
S005,SKU04210,3,1,1,2025-08-12
S005,SKU00194,14,1,1,2025-05-24
S005,SKU01374,18,3,2,2025-06-15
S005,SKU01825,28,3,1,2025-11-14
S005,SKU01086,80,21,17,2025-01-05
S005,SKU03701,141,29,26,2025-02-26
S005,SKU01361,82,20,19,2025-07-21
S005,SKU03244,13,1,1,2025-02-07
S005,SKU03479,107,31,16,2025-06-05
S005,SKU02493,68,6,4,2025-09-18
S005,SKU00557,93,27,23,2025-09-22
S005,SKU00117,10,2,1,2025-08-21
S005,SKU00515,148,26,23,2025-11-13
S005,SKU03439,101,23,19,2025-05-13
S005,SKU02807,175,32,27,2025-12-15
S005,SKU04068,134,18,11,2025-02-10
S005,SKU02580,201,44,32,2025-12-07
S005,SKU03789,16,2,1,2025-10-09
S005,SKU00456,2,1,1,2025-05-02
S005,SKU01084,26,3,1,2025-12-05
S005,SKU02078,15,4,3,2025-01-01
S005,SKU00965,28,6,3,2025-07-31
S005,SKU00404,37,8,5,2025-07-04
S005,SKU00823,22,4,3,2025-03-16
S005,SKU03981,3,1,1,2025-04-13
S005,SKU02082,97,17,13,2025-10-24
S005,SKU03918,7,1,1,2025-05-27
S005,SKU00862,11,1,1,2025-07-25
S005,SKU01822,47,13,6,2025-03-22
S005,SKU02398,93,24,16,2025-04-16
S005,SKU03435,10,2,1,2025-08-14
S005,SKU00150,68,10,6,2025-07-05
S005,SKU01498,116,33,19,2025-06-15
S005,SKU00828,80,15,8,2025-02-11
S005,SKU02635,110,20,16,2025-12-27
S005,SKU02958,2,1,1,2025-10-03
S005,SKU00978,22,6,5,2025-05-21
S005,SKU05000,11,1,1,2025-11-15
S005,SKU01025,16,2,1,2025-02-10
S005,SKU00842,95,16,13,2025-08-15
S005,SKU03819,57,11,10,2025-06-06
S005,SKU01356,46,10,5,2025-09-13
S005,SKU04922,119,31,17,2025-08-07
S005,SKU02490,53,11,8,2025-05-09
S005,SKU02943,60,9,8,2025-08-31
S005,SKU03052,68,7,6,2025-10-17
S005,SKU01556,49,7,3,2025-04-03
S005,SKU00121,150,42,36,2025-01-09
S005,SKU02093,5,1,1,2025-07-29
S005,SKU04802,20,2,1,2025-07-10
S005,SKU02003,4,1,1,2025-10-01
S005,SKU03751,107,14,11,2025-02-01
S005,SKU02121,37,9,7,2025-11-25
S005,SKU00993,81,15,14,2025-12-21
S005,SKU03639,68,20,14,2025-01-31
S005,SKU01856,177,18,17,2025-01-19
S005,SKU00087,150,28,18,2025-03-06
S005,SKU02802,26,6,3,2025-04-21
S005,SKU00671,19,2,1,2025-12-13
S005,SKU02328,172,44,33,2025-07-12
S005,SKU03571,79,10,6,2025-05-30
S005,SKU02896,17,4,2,2025-10-10
S005,SKU02483,28,7,3,2025-02-22
S005,SKU00856,8,1,1,2025-11-03
S005,SKU01586,39,9,4,2025-05-25
S005,SKU00917,6,1,1,2025-04-01
S005,SKU02063,9,2,1,2025-12-30
S005,SKU02819,134,15,11,2025-03-27
S005,SKU00192,11,1,1,2025-01-08
S005,SKU04172,11,2,1,2025-05-07
S005,SKU01634,14,1,1,2025-10-09
S005,SKU03269,94,19,18,2025-09-30
S005,SKU00426,111,26,19,2025-06-21
S005,SKU01199,113,13,10,2025-09-04
S005,SKU02589,2,1,1,2025-07-27
S005,SKU04098,22,6,4,2025-04-15
S005,SKU00324,74,12,7,2025-03-05
S005,SKU00604,85,18,13,2025-07-26
S005,SKU00518,206,59,32,2025-05-19
S005,SKU00429,34,6,4,2025-07-10
S005,SKU00119,10,2,1,2025-09-20
S005,SKU01802,120,15,12,2025-01-25
S005,SKU04623,5,1,1,2025-06-13
S005,SKU04651,132,32,23,2025-10-05
S005,SKU01645,4,1,1,2025-07-14
S005,SKU00710,42,10,8,2025-01-24
S005,SKU00584,113,30,23,2025-01-09
S005,SKU03126,42,4,3,2025-04-21
S005,SKU03041,19,2,1,2025-05-08
S005,SKU01737,23,4,2,2025-05-18
S005,SKU01334,146,30,16,2025-06-27
S005,SKU03816,9,1,1,2025-10-20
S005,SKU02721,98,23,11,2025-01-08
S005,SKU01625,20,2,1,2025-08-15
S005,SKU02702,78,10,9,2025-08-16
S005,SKU03138,89,9,7,2025-11-02
S005,SKU02436,17,1,1,2025-07-07
S005,SKU02401,82,23,15,2025-01-16
S005,SKU02454,80,17,11,2025-04-14
S005,SKU00734,58,14,11,2025-12-29
S005,SKU03859,26,7,6,2025-02-19
S005,SKU00505,130,26,18,2025-06-25
S005,SKU01614,25,3,1,2025-07-12
S005,SKU00425,12,2,1,2025-08-10
S005,SKU04798,134,23,22,2025-01-03
S005,SKU00677,77,9,8,2025-06-15
S005,SKU02795,45,5,3,2025-12-03
S005,SKU00100,60,17,12,2025-10-09
S005,SKU04254,61,15,12,2025-05-03
S005,SKU01291,151,35,21,2025-02-04
S005,SKU04331,111,11,10,2025-01-04
S005,SKU00024,75,20,12,2025-03-03
S005,SKU04302,220,25,19,2025-04-07
S005,SKU04915,15,2,1,2025-01-03
S005,SKU00338,114,27,22,2025-03-02
S005,SKU01946,39,9,7,2025-12-06
S005,SKU03775,59,9,6,2025-02-08
S005,SKU04751,65,14,10,2025-11-02
S005,SKU01602,112,22,14,2025-05-29
S005,SKU03422,173,34,21,2025-09-04
S005,SKU02640,77,16,9,2025-10-01
S005,SKU03598,204,48,45,2025-07-23
S005,SKU02630,82,19,10,2025-03-03
S005,SKU02863,42,10,9,2025-08-29
S005,SKU00781,49,6,5,2025-08-19
S005,SKU03227,74,19,18,2025-12-16
S005,SKU04367,26,2,1,2025-02-26
S005,SKU04357,112,19,12,2025-05-07
S005,SKU03603,45,7,5,2025-02-09
S005,SKU04672,79,11,9,2025-06-14
S005,SKU04813,129,24,17,2025-11-01
S005,SKU02526,95,27,22,2025-03-31
S005,SKU00443,145,35,19,2025-09-08
S005,SKU00838,14,2,1,2025-01-28
S005,SKU02070,9,1,1,2025-12-26
S005,SKU04964,34,7,5,2025-08-10
S005,SKU02655,68,15,14,2025-09-10
S005,SKU04825,15,4,3,2025-10-30
S005,SKU02059,84,19,17,2025-11-04
S005,SKU02538,39,9,8,2025-10-14
S005,SKU04768,71,19,13,2025-04-18
S005,SKU04555,14,1,1,2025-02-21
S005,SKU03649,17,3,1,2025-03-01
S005,SKU01726,66,6,4,2025-04-12
S005,SKU03327,75,16,8,2025-09-24
S005,SKU02503,19,4,3,2025-02-27
S005,SKU01583,0,1,1,2025-06-05
S005,SKU02040,70,7,5,2025-02-10
S005,SKU00282,168,23,13,2025-10-06
S005,SKU02799,12,3,2,2025-05-22
S005,SKU03329,17,2,1,2025-01-09
S005,SKU00931,128,33,23,2025-07-04
S005,SKU02634,56,15,12,2025-09-29
S005,SKU02973,16,4,2,2025-02-11
S005,SKU02566,19,4,3,2025-10-07
S005,SKU01245,44,9,5,2025-01-27
S005,SKU04012,5,1,1,2025-01-23
S005,SKU01439,26,4,2,2025-09-16
S005,SKU02388,83,24,15,2025-05-19
S005,SKU01755,51,14,8,2025-09-05
S005,SKU00330,52,13,10,2025-03-10
S005,SKU02323,122,20,12,2025-11-08
S005,SKU00699,19,4,3,2025-09-18
S005,SKU01287,136,15,7,2025-05-30
S005,SKU00258,67,12,10,2025-11-15
S005,SKU01223,142,22,19,2025-07-16
S005,SKU04704,68,11,10,2025-12-07
S005,SKU01990,126,15,8,2025-04-27
S005,SKU00230,43,11,8,2025-06-16
S005,SKU04718,39,4,3,2025-02-26
S005,SKU04812,8,1,1,2025-05-18
S005,SKU04913,21,4,2,2025-06-26
S005,SKU00171,22,5,4,2025-06-11
S005,SKU00961,40,7,4,2025-01-19
S005,SKU00887,99,18,11,2025-05-02
S005,SKU04674,7,1,1,2025-06-14
S005,SKU02910,18,2,1,2025-05-20
S005,SKU02959,67,19,17,2025-11-08
S005,SKU01539,59,10,8,2025-07-26
S005,SKU00084,57,15,12,2025-02-22
S005,SKU03884,114,33,21,2025-05-02
S005,SKU02312,15,2,1,2025-01-06
S005,SKU01347,219,65,48,2025-03-02
S005,SKU00020,93,12,9,2025-06-15
S005,SKU03916,15,4,2,2025-09-09
S005,SKU04046,31,5,3,2025-06-30
S005,SKU00391,97,14,12,2025-12-12
S005,SKU04285,4,1,1,2025-04-04
S005,SKU04941,64,9,6,2025-05-16
S005,SKU04269,12,1,1,2025-07-26
S005,SKU03222,76,21,10,2025-01-30
S005,SKU03515,58,11,5,2025-04-07
S005,SKU01769,42,8,7,2025-05-05
S005,SKU04004,97,28,20,2025-11-18
S005,SKU02895,128,21,11,2025-01-13
S005,SKU01563,36,7,4,2025-01-14
S005,SKU01049,57,7,5,2025-05-03
S005,SKU02577,206,44,37,2025-11-04
S005,SKU04556,13,2,1,2025-10-27
S005,SKU00103,134,26,22,2025-08-13
S005,SKU02537,26,6,3,2025-01-05
S005,SKU03652,41,10,8,2025-03-31
S005,SKU02507,22,5,2,2025-02-21
S005,SKU00010,73,18,13,2025-03-25
S005,SKU00147,91,16,14,2025-04-17
S005,SKU00731,71,14,11,2025-10-02
S005,SKU00536,67,12,7,2025-10-18
S005,SKU00980,146,36,35,2025-02-07
S005,SKU03757,43,7,3,2025-01-02
S005,SKU00242,64,8,4,2025-07-06
S005,SKU01688,56,7,5,2025-11-22
S005,SKU00723,86,10,8,2025-10-07
S005,SKU04832,59,7,5,2025-02-07
S005,SKU04024,19,3,1,2025-06-11
S005,SKU02395,19,4,2,2025-04-10
S005,SKU03101,73,13,12,2025-03-17
S005,SKU02656,181,24,22,2025-02-24
S005,SKU01376,108,30,19,2025-02-19
S005,SKU02176,4,1,1,2025-06-28
S005,SKU03919,12,1,1,2025-01-25
S005,SKU02105,50,7,4,2025-05-07
S005,SKU03339,73,13,12,2025-06-17
S005,SKU03888,21,4,2,2025-12-21
S005,SKU03551,16,3,2,2025-05-27
S005,SKU02783,136,14,8,2025-04-02
S005,SKU03445,3,1,1,2025-10-11
S005,SKU00876,117,31,15,2025-06-03
S005,SKU02188,29,3,2,2025-02-14
S005,SKU04149,101,14,12,2025-10-26
S005,SKU01111,111,26,21,2025-03-26
S005,SKU00224,39,11,6,2025-07-23
S005,SKU04680,85,19,12,2025-12-15
S006,SKU03166,70,8,7,2025-05-14
S006,SKU02578,35,7,3,2025-04-15
S006,SKU00933,12,2,1,2025-04-12
S006,SKU00107,71,13,12,2025-06-15
S006,SKU01332,108,27,19,2025-08-09
S006,SKU04862,144,31,18,2025-12-23
S006,SKU03253,5,1,1,2025-05-29
S006,SKU02581,81,21,19,2025-03-05
S006,SKU03426,135,33,25,2025-05-08
S006,SKU04183,78,13,8,2025-12-24
S006,SKU02655,62,7,6,2025-04-14
S006,SKU00658,99,11,9,2025-06-07
S006,SKU00583,80,22,18,2025-03-16
S006,SKU03469,62,13,7,2025-04-22
S006,SKU03252,157,23,14,2025-11-08
S006,SKU03194,61,14,11,2025-04-25
S006,SKU03288,37,3,1,2025-04-24
S006,SKU04482,22,4,3,2025-10-03
S006,SKU02231,98,19,13,2025-09-17
S006,SKU04890,31,5,3,2025-07-07
S006,SKU01631,24,3,1,2025-11-27
S006,SKU02320,91,23,19,2025-05-12
S006,SKU00368,46,10,5,2025-10-29
S006,SKU03693,37,8,4,2025-04-15
S006,SKU00861,11,1,1,2025-05-04
S006,SKU00251,9,2,1,2025-12-08
S006,SKU03855,15,3,2,2025-10-10
S006,SKU02099,54,15,11,2025-05-11
S006,SKU00723,41,9,8,2025-04-10
S006,SKU00739,81,13,12,2025-05-20
S006,SKU00774,22,2,1,2025-03-16
S006,SKU02591,2,1,1,2025-02-05
S006,SKU00316,72,12,8,2025-03-05
S006,SKU02290,176,25,20,2025-03-18
S006,SKU02538,47,9,8,2025-01-15
S006,SKU04325,8,2,1,2025-12-12
S006,SKU02478,59,16,12,2025-11-13
S006,SKU03368,81,17,12,2025-05-01
S006,SKU01095,129,32,21,2025-06-29
S006,SKU04825,8,2,1,2025-07-12
S006,SKU01707,12,2,1,2025-12-20
S006,SKU02656,45,8,6,2025-01-17
S006,SKU00334,84,21,16,2025-01-13
S006,SKU03918,15,1,1,2025-02-02
S006,SKU00414,112,19,14,2025-05-01
S006,SKU02409,70,10,7,2025-10-27
S006,SKU01235,66,8,4,2025-04-09
S006,SKU02291,85,23,20,2025-12-08
S006,SKU03865,1,1,1,2025-11-14
S006,SKU04621,41,10,5,2025-06-15
S006,SKU03712,134,14,10,2025-03-23
S006,SKU03309,7,1,1,2025-12-04
S006,SKU03670,12,2,1,2025-07-03
S006,SKU02354,102,29,18,2025-08-09
S006,SKU04766,9,1,1,2025-02-02
S006,SKU03384,67,7,4,2025-03-13
S006,SKU04224,65,13,12,2025-06-05
S006,SKU02948,73,8,4,2025-11-08
S006,SKU00979,18,4,2,2025-03-18
S006,SKU00242,108,29,20,2025-11-22
S006,SKU00987,133,36,20,2025-06-15
S006,SKU04303,63,17,13,2025-04-21
S006,SKU00317,102,13,8,2025-04-28
S006,SKU00222,35,6,4,2025-06-17
S006,SKU01340,16,2,1,2025-09-25
S006,SKU02954,26,3,2,2025-11-01
S006,SKU00439,13,1,1,2025-04-28
S006,SKU01643,64,14,10,2025-09-06
S006,SKU00811,32,5,4,2025-11-19
S006,SKU02518,126,15,10,2025-07-05
S006,SKU00113,41,9,4,2025-08-29
S006,SKU04929,103,17,14,2025-12-15
S006,SKU03420,18,3,2,2025-11-03
S006,SKU01683,188,21,14,2025-09-13
S006,SKU02331,78,21,20,2025-08-29
S006,SKU00838,55,12,6,2025-09-07
S006,SKU02696,24,4,3,2025-12-25
S006,SKU02930,53,10,7,2025-02-04
S006,SKU04101,54,6,5,2025-11-21
S006,SKU00369,44,10,9,2025-01-22
S006,SKU00424,19,4,2,2025-02-22
S006,SKU04357,69,19,11,2025-08-06
S006,SKU02052,65,15,13,2025-04-24
S006,SKU03662,14,1,1,2025-10-16
S006,SKU00976,119,20,16,2025-01-27
S006,SKU01695,45,5,3,2025-10-16
S006,SKU01801,139,18,12,2025-09-18
S006,SKU04071,120,24,14,2025-07-02
S006,SKU03442,64,14,8,2025-08-20
S006,SKU02497,25,5,3,2025-04-27
S006,SKU00837,75,14,13,2025-06-12
S006,SKU02967,2,1,1,2025-11-13
S006,SKU02294,20,4,3,2025-02-12
S006,SKU01705,88,15,9,2025-11-18
S006,SKU02765,92,21,10,2025-03-11
S006,SKU01231,111,32,22,2025-07-28
S006,SKU00333,128,33,30,2025-12-04
S006,SKU01529,85,12,7,2025-03-27
S006,SKU04990,24,7,6,2025-07-16
S006,SKU01140,45,6,3,2025-09-05
S006,SKU01497,52,10,8,2025-08-29
S006,SKU02220,108,28,20,2025-10-19
S006,SKU00363,50,9,6,2025-03-25
S006,SKU01474,37,7,6,2025-06-30
S006,SKU01325,32,9,8,2025-01-09
S006,SKU02569,81,13,9,2025-03-25
S006,SKU00315,52,12,11,2025-07-14
S006,SKU01072,117,28,23,2025-11-02
S006,SKU02010,22,2,1,2025-01-12
S006,SKU04671,35,4,3,2025-06-01
S006,SKU04311,1,1,1,2025-01-02
S006,SKU03273,66,15,9,2025-11-29
S006,SKU01015,11,3,2,2025-10-02
S006,SKU01767,22,2,1,2025-02-06
S006,SKU01209,4,1,1,2025-05-18
S006,SKU04178,19,5,4,2025-02-06
S006,SKU01148,48,13,11,2025-10-17
S006,SKU03991,18,5,3,2025-12-31
S006,SKU01614,91,12,11,2025-08-05
S006,SKU02640,58,13,9,2025-04-18
S006,SKU04407,59,14,10,2025-03-08
S006,SKU01742,14,3,2,2025-07-31
S006,SKU00682,30,7,6,2025-05-28
S006,SKU01986,118,22,14,2025-03-10
S006,SKU02345,82,20,16,2025-09-07
S006,SKU00075,72,9,6,2025-07-27
S006,SKU04930,145,34,29,2025-04-12
S006,SKU02343,79,14,9,2025-10-22
S006,SKU02648,78,13,7,2025-08-14
S006,SKU02139,37,7,6,2025-06-10
S006,SKU00421,46,8,6,2025-03-05
S006,SKU03722,68,17,15,2025-08-15
S006,SKU00863,71,14,13,2025-06-18
S006,SKU01382,145,19,14,2025-03-14
S006,SKU03747,41,8,4,2025-09-27
S006,SKU04841,62,10,5,2025-04-12
S006,SKU02897,56,9,7,2025-08-09
S006,SKU03114,131,16,9,2025-11-12
S006,SKU01052,22,2,1,2025-09-17
S006,SKU02795,27,6,5,2025-09-06
S006,SKU03448,75,11,6,2025-11-01
S006,SKU00827,82,17,8,2025-04-07
S006,SKU02814,29,6,4,2025-11-07
S006,SKU00148,119,15,9,2025-10-20
S006,SKU04817,34,4,2,2025-07-11
S006,SKU04645,2,1,1,2025-12-02
S006,SKU03795,28,2,1,2025-03-27
S006,SKU00785,19,4,2,2025-12-20
S006,SKU04655,64,10,5,2025-12-23
S006,SKU04461,15,3,2,2025-05-05
S006,SKU01848,31,6,5,2025-08-28
S006,SKU03923,62,14,7,2025-09-15
S006,SKU00112,74,12,9,2025-09-21
S006,SKU00287,187,27,20,2025-07-17
S006,SKU00203,65,9,5,2025-02-02
S006,SKU04886,83,22,11,2025-02-06
S006,SKU01755,76,19,11,2025-03-25
S006,SKU01160,152,37,26,2025-02-08
S006,SKU02863,62,11,8,2025-01-12
S006,SKU02681,67,7,6,2025-09-28
S006,SKU00705,35,8,7,2025-02-22
S006,SKU04275,14,4,3,2025-12-20
S006,SKU00004,73,7,6,2025-05-15
S006,SKU03678,52,9,8,2025-03-05
S006,SKU02494,68,7,6,2025-12-26
S006,SKU03323,98,25,19,2025-11-13
S006,SKU01156,28,8,5,2025-02-05
S006,SKU02033,94,20,15,2025-09-26
S006,SKU00454,51,7,6,2025-12-30
S006,SKU03345,189,50,27,2025-05-07
S006,SKU02143,124,16,13,2025-08-11
S006,SKU00569,4,1,1,2025-02-11
S006,SKU04200,109,22,19,2025-08-17
S006,SKU04894,10,1,1,2025-02-25
S006,SKU04583,105,30,20,2025-05-10
S006,SKU03700,128,32,20,2025-01-16
S006,SKU02476,16,1,1,2025-08-20
S006,SKU04038,58,6,5,2025-09-02
S006,SKU02595,47,13,7,2025-03-22
S006,SKU00159,63,13,11,2025-03-18
S006,SKU04295,103,28,16,2025-12-12
S006,SKU03720,132,19,13,2025-05-16
S006,SKU02242,43,5,4,2025-03-09
S006,SKU03196,30,8,5,2025-05-10
S006,SKU02165,55,15,11,2025-08-26
S006,SKU03189,42,7,5,2025-02-11
S006,SKU03723,112,20,14,2025-05-06
S006,SKU03009,44,10,7,2025-05-15
S006,SKU04457,15,1,1,2025-05-03
S006,SKU02702,145,26,18,2025-05-14
S006,SKU01825,69,14,8,2025-09-21
S006,SKU02833,27,2,1,2025-02-19
S006,SKU00592,148,33,24,2025-09-28
S006,SKU04659,94,10,8,2025-02-04
S006,SKU03357,103,16,8,2025-11-23
S006,SKU02271,67,19,11,2025-09-29
S006,SKU01662,125,13,11,2025-08-03
S006,SKU00433,13,1,1,2025-07-15
S006,SKU02312,12,2,1,2025-05-02
S006,SKU03045,106,16,9,2025-09-11
S006,SKU00571,8,2,1,2025-04-09
S006,SKU04532,6,1,1,2025-10-22
S006,SKU02208,77,17,13,2025-08-18
S006,SKU03640,31,7,5,2025-04-05
S006,SKU04589,88,15,9,2025-11-29
S006,SKU00132,174,31,17,2025-02-03
S006,SKU03992,66,7,5,2025-02-27
S006,SKU00056,6,1,1,2025-08-13
S006,SKU01391,1,1,1,2025-06-22
S006,SKU03487,74,11,9,2025-07-10
S006,SKU02167,29,4,2,2025-02-04
S006,SKU04593,2,1,1,2025-08-29
S006,SKU01236,14,1,1,2025-06-16
S006,SKU04196,9,1,1,2025-09-08
S006,SKU00617,57,12,10,2025-07-29
S006,SKU03938,45,9,5,2025-01-18
S006,SKU04090,65,9,6,2025-12-07
S006,SKU02788,94,14,11,2025-02-08
S006,SKU04322,22,4,2,2025-02-25
S006,SKU04139,100,18,9,2025-12-04
S006,SKU04863,234,57,39,2025-04-10
S006,SKU02456,102,12,9,2025-10-05
S006,SKU04054,41,5,4,2025-05-18
S006,SKU02851,19,1,1,2025-10-23
S006,SKU04984,73,7,5,2025-11-10
S006,SKU04198,26,5,4,2025-07-03
S006,SKU02387,100,12,11,2025-09-29
S006,SKU02936,45,12,6,2025-01-16
S006,SKU03903,11,2,1,2025-01-22
S006,SKU01054,33,5,4,2025-07-17
S006,SKU04672,35,10,5,2025-04-19
S006,SKU03960,61,6,5,2025-04-20
S006,SKU04171,86,20,17,2025-09-11
S006,SKU02485,15,4,2,2025-09-03
S006,SKU03119,49,7,6,2025-05-12
S006,SKU00346,46,5,3,2025-09-27
S006,SKU03084,124,33,18,2025-08-01
S006,SKU00323,52,8,6,2025-04-24
S006,SKU02201,67,15,9,2025-12-29
S006,SKU00212,6,1,1,2025-07-16
S006,SKU02262,167,40,38,2025-04-12
S006,SKU03646,100,29,18,2025-11-04
S006,SKU02805,33,7,5,2025-12-13
S006,SKU00223,109,31,17,2025-07-25
S006,SKU03303,49,14,13,2025-05-28
S006,SKU04459,11,2,1,2025-01-30
S006,SKU02886,195,30,25,2025-03-22
S006,SKU02731,9,2,1,2025-01-21
S006,SKU00286,1,1,1,2025-08-07
S006,SKU04512,16,4,2,2025-09-07
S006,SKU03866,56,10,5,2025-04-19
S006,SKU03246,66,10,7,2025-09-29
S006,SKU03770,63,13,7,2025-09-21
S006,SKU04542,35,6,4,2025-03-04
S006,SKU00381,59,9,7,2025-10-07
S006,SKU02170,113,23,15,2025-07-07
S006,SKU01698,33,8,5,2025-11-13
S006,SKU03496,107,12,7,2025-11-18
S006,SKU00812,26,4,2,2025-08-03
S006,SKU04650,18,4,3,2025-07-14
S006,SKU04725,145,34,23,2025-07-13
S006,SKU03245,38,4,3,2025-07-18
S006,SKU03206,68,18,13,2025-12-08
S006,SKU03142,121,31,30,2025-12-06
S006,SKU04530,142,16,12,2025-09-14
S006,SKU03642,129,36,21,2025-09-16
S006,SKU02257,28,5,2,2025-12-10
S006,SKU02391,153,22,19,2025-11-06
S006,SKU02568,63,16,15,2025-11-08
S006,SKU02519,61,8,4,2025-07-13
S006,SKU00683,46,9,6,2025-04-06
S006,SKU03338,72,11,8,2025-02-20
S006,SKU02451,134,30,25,2025-11-12
S006,SKU03397,7,1,1,2025-08-10
S006,SKU02107,114,16,15,2025-12-31
S006,SKU02046,13,3,2,2025-11-17
S006,SKU02325,23,5,2,2025-05-03
S006,SKU04664,2,1,1,2025-07-18
S006,SKU04267,131,31,23,2025-06-04
S006,SKU01320,92,25,19,2025-08-28
S006,SKU02510,78,10,9,2025-10-09
S006,SKU00310,129,35,23,2025-12-15
S006,SKU03483,34,8,7,2025-07-12
S006,SKU03337,2,1,1,2025-06-18
S006,SKU04816,85,15,7,2025-04-26
S006,SKU04126,29,4,2,2025-08-01
S006,SKU01267,62,9,5,2025-09-24
S006,SKU03243,64,6,5,2025-10-22
S006,SKU03139,78,16,10,2025-10-20
S006,SKU03449,2,1,1,2025-06-16
S006,SKU00391,67,17,16,2025-04-30
S006,SKU04960,75,10,5,2025-10-28
S006,SKU01679,50,13,9,2025-02-09
S006,SKU03472,4,1,1,2025-09-14
S006,SKU01307,41,9,7,2025-02-13
S006,SKU02135,34,6,5,2025-02-12
S006,SKU02356,33,4,3,2025-03-07
S006,SKU00813,48,10,6,2025-09-26
S006,SKU03619,27,7,3,2025-10-28
S006,SKU04062,71,15,8,2025-04-11
S006,SKU03581,74,11,9,2025-07-19
