cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
C102234,37,Male,Dubai,Gold,Store,2015-01-23
C102235,40,Other,Sharjah,Silver,Store,2023-10-13
C102236,27,Male,Dubai,Gold,Website,2023-09-12
C102237,33,Female,Dubai,Silver,Store,2017-02-12
C102238,31,Female,Abu Dhabi,Silver,Store,2017-12-27
C102239,56,Male,Dubai,Silver,Store,2015-09-21
C102240,35,Other,Dubai,Gold,Website,2018-05-15
C102241,36,Female,Dubai,Silver,Website,2024-08-04
C102242,29,Female,Dubai,Silver,Store,2022-06-23
C102243,30,Male,Dubai,Silver,Store,2024-02-17
C102244,18,Male,Dubai,Silver,Store,2019-10-26
C102245,30,Male,Dubai,Silver,Store,2015-01-21
C102246,33,Male,Dubai,Gold,Store,2022-07-19
C102247,19,Male,Dubai,Gold,Store,2015-05-03
C102248,21,Female,Dubai,Silver,Website,2017-04-02
C102249,25,Male,Dubai,Platinum,Store,2024-02-19
C102250,18,Female,Sharjah,Silver,Website,2018-05-20
C102251,36,Female,Sharjah,Silver,Store,2019-01-12
C102252,28,Male,Abu Dhabi,Silver,Store,2017-07-10
C102253,36,Female,Dubai,Silver,Website,2018-07-09
C102254,48,Male,Dubai,Silver,Store,2016-04-21
C102255,28,Other,Dubai,Silver,Website,2023-04-14
C102256,43,Male,Dubai,Gold,Website,2020-02-10
C102257,31,Male,Dubai,Platinum,Website,2021-09-20
C102258,28,Male,Dubai,Platinum,Store,2023-07-12
C102259,18,Female,Dubai,Gold,Store,2022-06-25
C102260,38,Male,Abu Dhabi,Silver,Website,2024-08-24
C102261,18,Other,Sharjah,Silver,Website,2022-04-08
C102262,27,Male,Dubai,Platinum,Store,2022-09-11
C102263,31,Male,Dubai,Silver,Store,2020-02-09
C102264,19,Male,Dubai,Silver,Store,2023-11-13
C102265,21,Male,Dubai,Platinum,Store,2018-07-19
C102266,35,Female,Dubai,Silver,Store,2023-10-14
C102267,33,Female,Dubai,Silver,Store,2016-12-22
C102268,42,Female,Dubai,Gold,Store,2017-10-01
C102269,18,Male,Abu Dhabi,Silver,Website,2019-11-11
C102270,25,Male,Dubai,Gold,Website,2021-04-21
C102271,18,Male,Dubai,Silver,Store,2023-04-10
C102272,38,Male,Dubai,Platinum,Website,2024-04-01
C102273,31,Female,Dubai,Silver,Mobile,2022-01-10
C102274,53,Female,Abu Dhabi,Silver,Store,2024-06-03
C102275,47,Female,Dubai,Platinum,Website,2022-12-16
C102276,24,Male,Abu Dhabi,Silver,Store,2016-03-04
C102277,34,Female,Dubai,Silver,Store,2024-08-01
C102278,36,Male,Dubai,Silver,Website,2022-07-01
C102279,32,Male,Dubai,Gold,Store,2015-06-27
C102280,18,Male,Abu Dhabi,Gold,Store,2021-11-18
C102281,38,Male,Abu Dhabi,Silver,Store,2020-05-13
C102282,28,Female,Dubai,Gold,Website,2023-07-11
C102283,27,Female,Abu Dhabi,Silver,Website,2023-04-22
C102284,32,Male,Abu Dhabi,Silver,Store,2018-07-26
C102285,31,Male,Dubai,Silver,Store,2024-09-27
C102286,28,Male,Abu Dhabi,Gold,Store,2020-02-21
C102287,39,Female,Dubai,Gold,Store,2023-12-04
C102288,30,Male,Sharjah,Silver,Website,2024-11-21
C102289,48,Female,Dubai,Silver,Store,2023-01-21
C102290,38,Male,Dubai,Gold,Store,2018-07-11
C102291,31,Female,Dubai,Silver,Store,2016-09-01
C102292,48,Female,Dubai,Silver,Store,2017-10-04
C102293,45,Male,Abu Dhabi,Gold,Store,2021-03-06
C102294,20,Male,Dubai,Silver,Website,2022-04-27
C102295,51,Female,Dubai,Silver,Store,2023-11-24
C102296,33,Female,Dubai,Silver,Store,2022-07-01
C102297,25,Female,Abu Dhabi,Silver,Store,2016-02-12
C102298,24,Female,Abu Dhabi,Platinum,Store,2023-07-16
C102299,18,Male,Abu Dhabi,Gold,Website,2018-02-11
C102300,39,Male,Abu Dhabi,Silver,Store,2022-06-08
C102301,38,Female,Dubai,Silver,Store,2023-11-13
C102302,39,Female,Dubai,Silver,Website,2021-08-22
C102303,20,Male,Sharjah,Gold,Store,2022-03-22
C102304,38,Male,Dubai,Silver,Website,2022-06-11
C102305,26,Male,Sharjah,Silver,Store,2018-03-21
C102306,31,Male,Dubai,Silver,Mobile,2023-09-21
C102307,45,Male,Abu Dhabi,Silver,Store,2016-05-08
C102308,34,Female,Abu Dhabi,Silver,Store,2018-06-11
C102309,30,Male,Abu Dhabi,Silver,Store,2015-05-04
C102310,45,Male,Abu Dhabi,Silver,Website,2024-04-01
C102311,27,Male,Dubai,Gold,Website,2017-08-12
C102312,46,Male,Abu Dhabi,Gold,Website,2017-10-23
C102313,42,Male,Dubai,Silver,Store,2017-06-04
C102314,43,Female,Dubai,Platinum,Store,2020-05-05
C102315,30,Male,Dubai,Silver,Website,2022-04-13
C102316,35,Male,Dubai,Gold,Mobile,2021-03-08
C102317,40,Female,Abu Dhabi,Gold,Store,2018-06-16
C102318,20,Female,Abu Dhabi,Gold,Store,2022-03-13
C102319,22,Male,Dubai,Gold,Store,2019-07-21
C102320,48,Male,Dubai,Gold,Mobile,2021-08-24
C102321,33,Female,Dubai,Silver,Website,2022-10-06
C102322,39,Male,Dubai,Silver,Store,2018-07-22
C102323,34,Male,Dubai,Silver,Website,2016-04-07
C102324,43,Female,Dubai,Gold,Store,2021-02-17
C102325,35,Male,Dubai,Silver,Mobile,2015-08-18
C102326,25,Male,Sharjah,Gold,Store,2015-05-12
C102327,32,Male,Dubai,Gold,Website,2024-08-27
C102328,40,Male,Dubai,Gold,Store,2019-09-26
C102329,43,Female,Dubai,Gold,Mobile,2022-11-24
C102330,40,Male,Dubai,Platinum,Store,2021-03-12
C102331,36,Male,Abu Dhabi,Silver,Store,2017-11-17
C102332,42,Male,Dubai,Gold,Store,2021-12-09
C102333,39,Male,Dubai,Platinum,Store,2017-02-02
C102334,39,Female,Dubai,Platinum,Website,2019-08-13
C102335,45,Other,Abu Dhabi,Platinum,Store,2020-07-18
C102336,46,Female,Dubai,Gold,Mobile,2021-10-11
C102337,44,Male,Dubai,Gold,Store,2017-08-23
C102338,28,Other,Dubai,Gold,Store,2022-01-20
C102339,43,Female,Dubai,Gold,Store,2024-07-19
C102340,41,Female,Dubai,Silver,Store,2024-11-17
C102341,25,Other,Dubai,Silver,Store,2023-09-06
C102342,18,Female,Dubai,Gold,Store,2022-09-13
C102343,32,Female,Dubai,Gold,Store,2017-04-25
C102344,28,Female,Dubai,Silver,Store,2023-02-06
C102345,34,Female,Dubai,Silver,Mobile,2016-07-17
C102346,45,Female,Dubai,Silver,Store,2022-06-04
C102347,40,Female,Dubai,Silver,Store,2021-05-11
C102348,44,Female,Dubai,Silver,Store,2019-10-01
C102349,31,Male,Dubai,Gold,Store,2018-07-10
C102350,18,Male,Abu Dhabi,Silver,Store,2020-01-20
C102351,22,Male,Dubai,Platinum,Store,2015-10-15
C102352,29,Female,Dubai,Gold,Store,2019-10-16
C102353,34,Female,Dubai,Silver,Store,2019-01-04
C102354,34,Female,Dubai,Platinum,Store,2021-05-14
C102355,35,Female,Dubai,Silver,Store,2020-07-04
C102356,42,Male,Sharjah,Gold,Website,2021-04-22
C102357,36,Male,Abu Dhabi,Platinum,Store,2021-06-18
C102358,54,Male,Dubai,Platinum,Store,2020-06-23
C102359,44,Male,Dubai,Silver,Mobile,2019-06-19
C102360,31,Female,Dubai,Gold,Store,2015-12-03
C102361,41,Male,Abu Dhabi,Silver,Store,2019-12-08
C102362,29,Female,Abu Dhabi,Silver,Mobile,2018-07-24
C102363,29,Male,Abu Dhabi,Gold,Website,2015-02-14
C102364,43,Male,Abu Dhabi,Gold,Store,2018-04-14
C102365,21,Male,Abu Dhabi,Gold,Website,2020-12-25
C102366,47,Female,Abu Dhabi,Silver,Store,2020-03-15
C102367,36,Male,Dubai,Silver,Store,2024-02-03
C102368,49,Female,Abu Dhabi,Silver,Website,2019-06-03
C102369,30,Male,Dubai,Silver,Website,2019-01-21
C102370,23,Female,Abu Dhabi,Silver,Store,2015-04-06
C102371,36,Male,Dubai,Silver,Website,2018-06-15
C102372,41,Female,Dubai,Silver,Store,2023-06-04
C102373,37,Male,Dubai,Gold,Store,2019-09-08
C102374,22,Female,Dubai,Platinum,Store,2018-01-05
C102375,44,Female,Dubai,Silver,Store,2019-06-26
C102376,34,Male,Dubai,Silver,Website,2024-06-02
C102377,41,Female,Abu Dhabi,Gold,Store,2022-12-24
C102378,27,Male,Sharjah,Gold,Website,2022-04-01
C102379,40,Male,Dubai,Gold,Store,2015-11-06
C102380,30,Male,Dubai,Gold,Mobile,2017-09-04
C102381,25,Male,Abu Dhabi,Gold,Website,2015-06-15
C102382,45,Male,Sharjah,Platinum,Store,2019-09-15
C102383,26,Male,Dubai,Silver,Website,2015-06-10
C102384,26,Female,Dubai,Silver,Store,2021-10-26
C102385,20,Male,Abu Dhabi,Gold,Website,2024-07-13
C102386,50,Female,Dubai,Silver,Store,2018-01-20
C102387,25,Female,Dubai,Gold,Store,2021-07-01
C102388,43,Female,Dubai,Silver,Website,2015-08-13
C102389,36,Male,Dubai,Silver,Website,2017-10-26
C102390,48,Male,Dubai,Silver,Website,2016-10-04
C102391,28,Female,Dubai,Gold,Website,2022-09-17
C102392,38,Male,Dubai,Silver,Website,2020-09-27
C102393,32,Male,Dubai,Gold,Website,2021-06-24
C102394,28,Female,Dubai,Platinum,Store,2024-07-01
C102395,41,Male,Abu Dhabi,Silver,Mobile,2021-08-11
C102396,32,Male,Dubai,Platinum,Store,2015-10-24
C102397,29,Female,Dubai,Gold,Store,2018-08-10
C102398,51,Male,Dubai,Silver,Website,2018-08-08
C102399,54,Female,Abu Dhabi,Gold,Mobile,2017-09-16
C102400,34,Male,Dubai,Silver,Store,2022-09-13
C102401,40,Male,Sharjah,Silver,Store,2015-04-05
C102402,18,Male,Dubai,Silver,Store,2022-11-09
C102403,35,Male,Dubai,Silver,Store,2015-12-08
C102404,38,Female,Abu Dhabi,Silver,Store,2022-11-12
C102405,30,Male,Dubai,Silver,Store,2022-06-18
C102406,25,Other,Dubai,Silver,Store,2023-07-17
C102407,20,Male,Abu Dhabi,Silver,Mobile,2020-06-17
C102408,20,Male,Dubai,Gold,Store,2018-04-26
C102409,47,Male,Abu Dhabi,Gold,Store,2015-03-09
C102410,47,Female,Dubai,Platinum,Store,2021-05-07
C102411,46,Female,Abu Dhabi,Silver,Store,2024-12-13
C102412,25,Female,Dubai,Silver,Store,2019-11-25
C102413,29,Male,Dubai,Gold,Marketplace,2019-11-26
C102414,37,Male,Dubai,Silver,Store,2021-03-13
C102415,27,Female,Dubai,Gold,Store,2018-02-26
C102416,24,Other,Abu Dhabi,Silver,Store,2015-10-26
C102417,40,Male,Dubai,Gold,Mobile,2020-03-15
C102418,37,Female,Sharjah,Silver,Store,2022-12-10
C102419,29,Female,Dubai,Gold,Store,2016-07-04
C102420,50,Male,Dubai,Silver,Store,2016-05-04
C102421,51,Male,Abu Dhabi,Silver,Website,2017-01-19
C102422,34,Female,Dubai,Gold,Website,2021-12-07
C102423,35,Female,Dubai,Silver,Store,2021-07-17
C102424,30,Female,Abu Dhabi,Silver,Store,2018-04-09
C102425,36,Female,Dubai,Gold,Store,2022-11-05
C102426,37,Male,Dubai,Silver,Marketplace,2024-04-26
C102427,27,Female,Dubai,Silver,Store,2018-10-22
C102428,40,Male,Abu Dhabi,Silver,Store,2016-04-23
C102429,30,Male,Abu Dhabi,Gold,Store,2024-05-10
C102430,51,Female,Dubai,Silver,Mobile,2019-03-12
C102431,38,Male,Abu Dhabi,Silver,Website,2016-11-02
C102432,32,Female,Dubai,Silver,Website,2017-04-05
C102433,53,Female,Dubai,Silver,Mobile,2022-04-12
C102434,35,Female,Abu Dhabi,Silver,Store,2017-04-10
C102435,38,Female,Dubai,Gold,Website,2022-02-26
C102436,31,Male,Dubai,Silver,Mobile,2024-02-12
C102437,40,Female,Abu Dhabi,Gold,Store,2024-12-13
C102438,30,Male,Abu Dhabi,Platinum,Store,2018-05-10
C102439,22,Female,Dubai,Silver,Store,2023-02-19
C102440,21,Female,Abu Dhabi,Gold,Store,2016-07-06
C102441,44,Female,Abu Dhabi,Silver,Website,2022-05-10
C102442,45,Female,Dubai,Silver,Website,2022-10-09
C102443,35,Male,Abu Dhabi,Silver,Store,2016-12-18
C102444,32,Female,Dubai,Gold,Store,2017-04-26
C102445,33,Female,Dubai,Silver,Website,2023-08-09
C102446,47,Female,Dubai,Silver,Store,2019-10-23
C102447,28,Male,Dubai,Gold,Store,2021-06-14
C102448,34,Male,Dubai,Platinum,Store,2023-12-24
C102449,29,Male,Dubai,Silver,Store,2016-10-01
C102450,36,Male,Dubai,Silver,Store,2018-10-17
C102451,35,Male,Dubai,Silver,Website,2020-10-11
C102452,63,Male,Abu Dhabi,Silver,Store,2015-09-13
C102453,40,Female,Dubai,Silver,Store,2022-02-22
C102454,35,Female,Abu Dhabi,Platinum,Store,2016-06-25
C102455,30,Female,Abu Dhabi,Gold,Store,2024-04-04
C102456,29,Male,Dubai,Silver,Store,2020-10-13
C102457,32,Male,Dubai,Silver,Store,2015-12-20
C102458,45,Male,Sharjah,Silver,Website,2019-01-16
C102459,45,Female,Sharjah,Silver,Store,2016-06-26
C102460,32,Female,Abu Dhabi,Silver,Mobile,2022-12-06
C102461,36,Male,Dubai,Silver,Store,2023-03-16
C102462,31,Female,Abu Dhabi,Silver,Store,2023-01-13
C102463,40,Female,Abu Dhabi,Platinum,Mobile,2017-05-20
C102464,40,Female,Dubai,Silver,Website,2019-08-04
C102465,30,Male,Abu Dhabi,Gold,Store,2022-11-01
C102466,50,Male,Abu Dhabi,Silver,Website,2021-03-19
C102467,18,Male,Dubai,Silver,Mobile,2015-12-26
C102468,51,Other,Dubai,Silver,Store,2019-11-12
C102469,34,Male,Abu Dhabi,Silver,Store,2018-08-27
C102470,19,Male,Abu Dhabi,Gold,Store,2017-09-10
C102471,46,Male,Abu Dhabi,Silver,Website,2017-11-10
C102472,23,Female,Abu Dhabi,Gold,Store,2022-02-19
C102473,43,Male,Abu Dhabi,Silver,Store,2017-08-13
C102474,37,Male,Sharjah,Silver,Store,2020-02-10
C102475,35,Female,Dubai,Gold,Website,2020-05-21
C102476,34,Female,Dubai,Silver,Store,2023-11-06
C102477,35,Female,Abu Dhabi,Silver,Store,2023-08-04
C102478,51,Female,Dubai,Gold,Store,2017-09-06
C102479,42,Male,Dubai,Silver,Store,2015-07-19
C102480,37,Female,Dubai,Silver,Store,2017-05-13
C102481,35,Female,Dubai,Silver,Mobile,2016-11-22
C102482,30,Male,Dubai,Silver,Website,2016-11-01
C102483,36,Female,Dubai,Gold,Store,2020-08-20
C102484,35,Female,Abu Dhabi,Platinum,Website,2023-01-01
C102485,29,Male,Dubai,Silver,Website,2016-11-26
C102486,40,Female,Sharjah,Platinum,Store,2024-06-02
C102487,43,Male,Dubai,Gold,Store,2020-11-23
C102488,38,Other,Dubai,Gold,Store,2017-10-12
C102489,19,Male,Dubai,Gold,Store,2016-11-11
C102490,32,Male,Dubai,Silver,Website,2022-09-23
C102491,21,Male,Dubai,Gold,Website,2015-10-14
C102492,20,Male,Dubai,Platinum,Store,2017-07-27
C102493,38,Male,Dubai,Silver,Mobile,2023-03-15
C102494,24,Male,Dubai,Silver,Store,2018-09-25
C102495,47,Female,Abu Dhabi,Silver,Mobile,2024-12-01
C102496,35,Male,Dubai,Silver,Store,2022-01-19
C102497,37,Female,Dubai,Silver,Store,2017-03-12
C102498,46,Other,Sharjah,Silver,Mobile,2021-01-15
C102499,47,Female,Dubai,Silver,Store,2021-02-19
C102500,20,Female,Dubai,Platinum,Website,2016-01-26
C102501,34,Male,Dubai,Gold,Store,2015-04-02
C102502,37,Other,Abu Dhabi,Gold,Mobile,2017-05-09
C102503,37,Female,Dubai,Gold,Store,2016-08-17
C102504,19,Female,Sharjah,Gold,Website,2023-12-19
C102505,24,Male,Dubai,Silver,Website,2024-12-06
C102506,39,Female,Sharjah,Gold,Store,2017-08-01
C102507,37,Male,Sharjah,Gold,Store,2015-01-04
C102508,27,Male,Dubai,Gold,Store,2024-04-18
C102509,28,Male,Abu Dhabi,Silver,Store,2021-09-20
C102510,42,Female,Dubai,Silver,Store,2023-01-01
C102511,33,Male,Abu Dhabi,Silver,Store,2022-10-18
C102512,36,Male,Dubai,Silver,Store,2022-07-21
C102513,30,Female,Dubai,Gold,Store,2022-09-21
C102514,38,Female,Dubai,Silver,Store,2023-11-02
C102515,35,Male,Dubai,Silver,Website,2015-04-18
C102516,18,Male,Dubai,Platinum,Store,2021-06-04
C102517,36,Female,Abu Dhabi,Platinum,Store,2020-08-03
C102518,38,Male,Abu Dhabi,Silver,Store,2023-06-17
C102519,27,Female,Abu Dhabi,Silver,Store,2015-12-02
C102520,30,Male,Sharjah,Silver,Website,2016-05-01
C102521,36,Female,Dubai,Platinum,Store,2018-09-27
C102522,38,Male,Dubai,Silver,Store,2022-07-27
C102523,44,Female,Dubai,Gold,Mobile,2018-02-20
C102524,25,Male,Dubai,Gold,Store,2017-04-26
C102525,23,Male,Abu Dhabi,Gold,Store,2022-02-17
C102526,54,Female,Dubai,Silver,Store,2018-07-26
C102527,33,Male,Abu Dhabi,Silver,Website,2023-04-08
C102528,39,Male,Abu Dhabi,Gold,Store,2015-10-22
C102529,42,Male,Abu Dhabi,Silver,Website,2024-08-16
C102530,36,Male,Abu Dhabi,Silver,Website,2015-04-19
C102531,41,Female,Dubai,Platinum,Website,2021-02-20
C102532,38,Female,Dubai,Gold,Mobile,2017-07-17
C102533,26,Female,Dubai,Silver,Store,2018-07-02
C102534,37,Male,Dubai,Platinum,Store,2021-03-13
C102535,37,Male,Dubai,Silver,Store,2022-01-21
C102536,55,Female,Abu Dhabi,Platinum,Store,2022-04-26
C102537,22,Female,Dubai,Silver,Store,2022-08-09
C102538,25,Male,Dubai,Gold,Store,2023-04-26
C102539,18,Female,Sharjah,Silver,Website,2015-11-26
C102540,31,Female,Sharjah,Silver,Website,2024-11-23
C102541,32,Male,Abu Dhabi,Silver,Store,2018-11-18
C102542,18,Male,Abu Dhabi,Silver,Website,2018-11-23
C102543,18,Female,Dubai,Platinum,Store,2023-03-16
C102544,27,Male,Sharjah,Gold,Website,2022-11-26
C102545,45,Female,Dubai,Silver,Mobile,2016-05-27
C102546,38,Female,Dubai,Silver,Store,2022-10-20
C102547,30,Male,Dubai,Platinum,Website,2015-01-09
C102548,32,Female,Sharjah,Gold,Website,2016-10-27
C102549,47,Male,Dubai,Silver,Store,2019-07-04
C102550,34,Female,Abu Dhabi,Silver,Website,2023-02-18
C102551,30,Female,Dubai,Gold,Store,2022-05-23
C102552,27,Female,Sharjah,Gold,Store,2020-10-09
C102553,33,Female,Abu Dhabi,Platinum,Store,2022-10-16
C102554,45,Male,Abu Dhabi,Platinum,Website,2015-09-05
C102555,46,Male,Dubai,Silver,Store,2023-06-11
C102556,41,Male,Abu Dhabi,Gold,Website,2017-03-13
C102557,27,Female,Abu Dhabi,Silver,Store,2020-12-04
C102558,51,Male,Sharjah,Gold,Store,2020-05-27
C102559,34,Female,Abu Dhabi,Gold,Website,2024-01-14
C102560,53,Male,Abu Dhabi,Silver,Website,2023-01-07
C102561,52,Male,Dubai,Silver,Mobile,2017-02-05
C102562,38,Male,Abu Dhabi,Gold,Store,2020-08-05
C102563,37,Female,Dubai,Gold,Store,2015-05-06
C102564,43,Female,Abu Dhabi,Silver,Website,2018-01-20
C102565,27,Male,Dubai,Silver,Mobile,2015-06-13
C102566,48,Male,Dubai,Gold,Store,2015-12-12
C102567,42,Female,Dubai,Platinum,Store,2018-09-11
C102568,23,Female,Dubai,Gold,Store,2020-06-23
C102569,35,Male,Abu Dhabi,Silver,Store,2021-04-14
C102570,34,Female,Dubai,Platinum,Store,2019-03-22
C102571,30,Female,Abu Dhabi,Silver,Store,2024-07-03
C102572,26,Female,Abu Dhabi,Silver,Website,2020-01-09
C102573,47,Female,Dubai,Silver,Store,2017-02-27
C102574,39,Male,Dubai,Silver,Store,2020-03-15
C102575,29,Female,Abu Dhabi,Silver,Marketplace,2017-11-03
C102576,41,Female,Abu Dhabi,Gold,Website,2016-05-02
C102577,27,Female,Dubai,Silver,Store,2021-08-16
C102578,21,Female,Dubai,Gold,Store,2017-08-22
C102579,34,Male,Dubai,Silver,Store,2022-03-23
C102580,24,Female,Abu Dhabi,Silver,Mobile,2015-10-04
C102581,31,Female,Dubai,Silver,Store,2024-12-10
C102582,32,Female,Dubai,Platinum,Store,2018-12-22
C102583,37,Female,Dubai,Gold,Store,2020-11-06
C102584,27,Female,Dubai,Gold,Store,2022-01-01
C102585,38,Female,Dubai,Platinum,Website,2015-12-24
C102586,29,Male,Dubai,Gold,Store,2020-04-23
C102587,50,Male,Dubai,Platinum,Website,2022-03-13
C102588,46,Female,Dubai,Gold,Mobile,2022-06-22
C102589,26,Male,Dubai,Silver,Store,2016-10-07
C102590,42,Female,Dubai,Silver,Store,2023-11-10
C102591,53,Female,Sharjah,Silver,Store,2019-03-02
C102592,34,Female,Dubai,Silver,Store,2016-05-19
C102593,37,Female,Abu Dhabi,Silver,Website,2017-12-23
C102594,22,Male,Abu Dhabi,Silver,Website,2017-10-04
C102595,44,Female,Abu Dhabi,Gold,Store,2018-09-16
C102596,43,Male,Dubai,Silver,Store,2024-02-01
C102597,35,Male,Sharjah,Silver,Store,2024-05-18
C102598,46,Female,Abu Dhabi,Silver,Mobile,2024-06-05
C102599,30,Female,Sharjah,Gold,Website,2018-10-04
C102600,43,Male,Dubai,Silver,Store,2016-08-23
C102601,18,Male,Dubai,Silver,Store,2022-10-23
C102602,33,Male,Sharjah,Gold,Store,2016-02-08
C102603,24,Male,Abu Dhabi,Silver,Website,2019-01-18
C102604,36,Male,Dubai,Silver,Store,2020-03-13
C102605,28,Male,Sharjah,Gold,Website,2016-09-03
C102606,53,Male,Dubai,Silver,Store,2022-01-20
C102607,21,Male,Dubai,Gold,Store,2018-11-21
C102608,30,Female,Sharjah,Silver,Website,2023-08-11
C102609,18,Male,Dubai,Gold,Store,2023-06-11
C102610,34,Male,Abu Dhabi,Silver,Store,2023-08-08
C102611,32,Female,Dubai,Gold,Store,2015-06-04
C102612,29,Female,Abu Dhabi,Silver,Store,2023-10-06
C102613,27,Female,Dubai,Silver,Store,2020-12-11
C102614,50,Female,Dubai,Silver,Store,2023-10-04
C102615,45,Female,Abu Dhabi,Silver,Store,2021-05-09
C102616,36,Male,Dubai,Silver,Store,2015-12-27
C102617,25,Male,Abu Dhabi,Gold,Website,2016-06-05
C102618,30,Male,Abu Dhabi,Platinum,Store,2017-09-01
C102619,24,Male,Abu Dhabi,Platinum,Store,2024-09-21
C102620,37,Male,Dubai,Gold,Website,2019-02-25
C102621,37,Female,Dubai,Gold,Store,2017-07-21
C102622,37,Female,Abu Dhabi,Gold,Store,2016-10-02
C102623,48,Female,Dubai,Silver,Website,2024-10-04
C102624,23,Female,Dubai,Platinum,Store,2020-11-26
C102625,39,Female,Abu Dhabi,Silver,Store,2019-12-26
C102626,26,Male,Dubai,Silver,Store,2020-06-26
C102627,34,Male,Dubai,Silver,Website,2017-07-07
C102628,29,Female,Dubai,Gold,Store,2020-09-13
C102629,45,Male,Dubai,Silver,Store,2020-05-16
C102630,41,Male,Abu Dhabi,Gold,Website,2019-06-15
C102631,33,Female,Dubai,Platinum,Store,2019-08-18
C102632,35,Female,Dubai,Gold,Store,2022-07-09
C102633,32,Female,Abu Dhabi,Silver,Store,2018-03-05
C102634,50,Female,Dubai,Gold,Store,2019-02-08
C102635,42,Male,Dubai,Silver,Website,2015-06-24
C102636,60,Male,Dubai,Silver,Store,2018-09-18
C102637,36,Female,Abu Dhabi,Gold,Store,2021-06-07
C102638,34,Male,Dubai,Platinum,Store,2019-09-03
C102639,33,Female,Dubai,Gold,Store,2016-02-17
C102640,32,Male,Dubai,Silver,Store,2015-04-15
C102641,51,Female,Dubai,Gold,Website,2018-12-07
C102642,40,Male,Dubai,Silver,Store,2023-01-09
C102643,18,Male,Abu Dhabi,Gold,Store,2016-04-24
C102644,46,Other,Dubai,Gold,Mobile,2022-02-04
C102645,52,Female,Dubai,Gold,Mobile,2019-08-22
C102646,40,Female,Dubai,Silver,Store,2018-08-05
C102647,22,Male,Dubai,Gold,Store,2019-09-24
C102648,46,Female,Dubai,Silver,Website,2015-10-01
C102649,42,Male,Sharjah,Gold,Store,2017-05-23
C102650,43,Male,Dubai,Platinum,Website,2021-07-05
C102651,32,Female,Dubai,Silver,Website,2024-10-04
C102652,20,Female,Dubai,Silver,Store,2020-05-07
C102653,39,Female,Sharjah,Silver,Website,2017-03-13
C102654,24,Male,Dubai,Gold,Store,2021-04-10
C102655,36,Female,Dubai,Silver,Store,2020-01-08
C102656,37,Male,Dubai,Silver,Store,2022-02-23
C102657,26,Female,Dubai,Silver,Store,2015-07-23
C102658,36,Male,Abu Dhabi,Silver,Store,2021-10-02
C102659,37,Female,Dubai,Silver,Store,2019-05-09
C102660,41,Male,Abu Dhabi,Silver,Website,2018-08-23
C102661,38,Male,Dubai,Silver,Store,2021-08-09
C102662,41,Male,Abu Dhabi,Gold,Store,2021-03-10
C102663,27,Female,Sharjah,Platinum,Store,2018-11-09
C102664,42,Female,Abu Dhabi,Silver,Store,2022-07-22
C102665,28,Female,Abu Dhabi,Gold,Store,2016-12-05
C102666,35,Female,Dubai,Gold,Store,2019-06-21
C102667,21,Female,Abu Dhabi,Silver,Store,2019-10-04
C102668,33,Female,Dubai,Gold,Mobile,2023-02-19
C102669,25,Male,Dubai,Silver,Store,2017-02-12
C102670,30,Male,Abu Dhabi,Gold,Store,2021-05-27
C102671,46,Male,Dubai,Silver,Store,2015-09-22
C102672,38,Male,Abu Dhabi,Gold,Store,2017-06-11
C102673,34,Other,Abu Dhabi,Silver,Store,2023-07-26
C102674,41,Male,Abu Dhabi,Silver,Store,2015-12-14
C102675,30,Male,Dubai,Gold,Website,2018-07-17
C102676,34,Female,Dubai,Silver,Website,2015-10-24
C102677,33,Female,Abu Dhabi,Silver,Store,2017-12-22
C102678,52,Male,Dubai,Silver,Store,2023-08-27
C102679,36,Male,Dubai,Gold,Store,2018-03-13
C102680,25,Female,Abu Dhabi,Silver,Website,2023-08-23
C102681,31,Female,Dubai,Gold,Store,2024-03-23
C102682,43,Male,Dubai,Platinum,Store,2024-07-03
C102683,35,Male,Dubai,Silver,Mobile,2020-06-26
C102684,34,Female,Dubai,Silver,Store,2017-09-17
C102685,50,Female,Dubai,Silver,Store,2019-01-18
C102686,42,Female,Sharjah,Silver,Store,2015-01-01
C102687,19,Male,Dubai,Gold,Website,2016-04-01
C102688,36,Male,Abu Dhabi,Silver,Website,2018-04-11
C102689,53,Male,Dubai,Gold,Store,2017-09-22
C102690,23,Male,Sharjah,Silver,Store,2015-10-24
C102691,54,Female,Abu Dhabi,Silver,Store,2023-08-05
C102692,30,Female,Dubai,Silver,Store,2016-11-21
C102693,43,Female,Dubai,Silver,Store,2022-06-25
C102694,24,Male,Abu Dhabi,Silver,Store,2015-09-22
C102695,32,Female,Abu Dhabi,Silver,Store,2019-08-03
C102696,22,Male,Dubai,Silver,Store,2024-06-02
C102697,42,Female,Dubai,Silver,Website,2016-11-27
C102698,31,Female,Sharjah,Silver,Mobile,2024-09-23
C102699,29,Male,Dubai,Gold,Store,2015-06-02
C102700,36,Male,Abu Dhabi,Silver,Store,2019-04-20
C102701,28,Male,Sharjah,Gold,Store,2015-02-10
C102702,42,Male,Dubai,Silver,Store,2016-06-23
C102703,51,Female,Abu Dhabi,Silver,Store,2016-04-15
C102704,42,Male,Abu Dhabi,Silver,Store,2015-02-14
C102705,29,Male,Dubai,Gold,Store,2019-09-15
