sku_id,sku_name,category,subcategory,unit_price,cost_price,brand
SKU01087,PrimeChoice Milk 1087,Dairy,Milk,49.37,33.72,PrimeChoice
SKU01088,FreshFarm Skin 1088,Personal Care,Skin,88.31,62.1,FreshFarm
SKU01089,EcoHome Frozen 1089,Grocery,Frozen,10.5,8.38,EcoHome
SKU01090,PureLife Biscui 1090,Snacks,Biscuits,36.11,22.98,PureLife
SKU01091,BlueMart Nuts 1091,Snacks,Nuts,8.63,5.83,BlueMart
SKU01092,CarePlus Staple 1092,Grocery,Staples,4.47,2.53,CarePlus
SKU01093,PureLife Biscui 1093,Snacks,Biscuits,11.62,9.31,PureLife
SKU01094,PrimeChoice Chips 1094,Snacks,Chips,20.02,11.56,PrimeChoice
SKU01095,BlueMart Soft d 1095,Beverages,Soft Drinks,6.6,3.7,BlueMart
SKU01096,HomeSense Hair 1096,Personal Care,Hair,42.19,31.72,HomeSense
SKU01097,EcoHome Yogurt 1097,Dairy,Yogurt,25.4,16.22,EcoHome
SKU01098,HomeSense Skin 1098,Personal Care,Skin,36.04,21.37,HomeSense
SKU01099,Aroma Cookin 1099,Grocery,Cooking,51.07,28.59,Aroma
SKU01100,BlueMart Yogurt 1100,Dairy,Yogurt,60.25,41.13,BlueMart
SKU01101,PrimeChoice Nuts 1101,Snacks,Nuts,28.27,20.92,PrimeChoice
SKU01102,NovaTech Chips 1102,Snacks,Chips,10.02,6.28,NovaTech
SKU01103,EcoHome Nuts 1103,Snacks,Nuts,17.42,9.83,EcoHome
SKU01104,FreshFarm Yogurt 1104,Dairy,Yogurt,52.5,37.25,FreshFarm
SKU01105,BlueMart Milk 1105,Dairy,Milk,40.54,29.73,BlueMart
SKU01106,SunValley Juices 1106,Beverages,Juices,40.28,27.38,SunValley
SKU01107,Grove Soft d 1107,Beverages,Soft Drinks,26.55,20.7,Grove
SKU01108,Aroma Home a 1108,Electronics,Home Audio,353.49,262.25,Aroma
SKU01109,FreshFarm Milk 1109,Dairy,Milk,23.65,13.19,FreshFarm
SKU01110,EcoHome Water 1110,Beverages,Water,23.44,18.85,EcoHome
SKU01111,CarePlus Skin 1111,Personal Care,Skin,41.33,28.12,CarePlus
SKU01112,Grove Biscui 1112,Snacks,Biscuits,6.14,3.53,Grove
SKU01113,HomeSense Water 1113,Beverages,Water,31.82,19.77,HomeSense
SKU01114,DailyDelight Cookin 1114,Grocery,Cooking,25.11,18.54,DailyDelight
SKU01115,DailyDelight Cookin 1115,Grocery,Cooking,53.36,38.11,DailyDelight
SKU01116,CarePlus Kitche 1116,Household,Kitchenware,22.63,12.7,CarePlus
SKU01117,BlueMart Frozen 1117,Grocery,Frozen,21.24,11.84,BlueMart
SKU01118,PrimeChoice Staple 1118,Grocery,Staples,32.2,24.76,PrimeChoice
SKU01119,FreshFarm Staple 1119,Grocery,Staples,6.07,3.71,FreshFarm
SKU01120,EcoHome Kitche 1120,Household,Kitchenware,59.62,33.25,EcoHome
SKU01121,HomeSense Juices 1121,Beverages,Juices,28.54,20.78,HomeSense
SKU01122,EcoHome Yogurt 1122,Dairy,Yogurt,34.33,24.73,EcoHome
SKU01123,Grove Biscui 1123,Snacks,Biscuits,16.28,12.33,Grove
SKU01124,HomeSense Kitche 1124,Household,Kitchenware,78.85,62.41,HomeSense
SKU01125,PureLife Small  1125,Electronics,Small Appliances,371.04,286.84,PureLife
SKU01126,DailyDelight Cleani 1126,Household,Cleaning,39.71,26.65,DailyDelight
SKU01127,SunValley Soft d 1127,Beverages,Soft Drinks,23.06,15.88,SunValley
SKU01128,Grove Small  1128,Electronics,Small Appliances,772.18,490.29,Grove
SKU01129,PureLife Small  1129,Electronics,Small Appliances,395.92,291.87,PureLife
SKU01130,Aroma Water 1130,Beverages,Water,32.54,21.37,Aroma
SKU01131,CarePlus Frozen 1131,Grocery,Frozen,42.99,26.99,CarePlus
SKU01132,EcoHome Home a 1132,Electronics,Home Audio,646.45,501.02,EcoHome
SKU01133,NovaTech Biscui 1133,Snacks,Biscuits,30.56,19.88,NovaTech
SKU01134,EcoHome Small  1134,Electronics,Small Appliances,142.04,118.01,EcoHome
SKU01135,EcoHome Frozen 1135,Grocery,Frozen,6.14,4.34,EcoHome
SKU01136,PureLife Frozen 1136,Grocery,Frozen,67.18,47.67,PureLife
SKU01137,DailyDelight Small  1137,Electronics,Small Appliances,291.61,197.98,DailyDelight
SKU01138,CarePlus Home a 1138,Electronics,Home Audio,80.03,47.76,CarePlus
SKU01139,PureLife Hair 1139,Personal Care,Hair,87.38,63.02,PureLife
SKU01140,PureLife Cleani 1140,Household,Cleaning,154.63,119.44,PureLife
SKU01141,CarePlus Biscui 1141,Snacks,Biscuits,29.16,16.78,CarePlus
SKU01142,PureLife Laundr 1142,Household,Laundry,42.52,29.48,PureLife
SKU01143,Grove Cleani 1143,Household,Cleaning,125.58,86.66,Grove
SKU01144,Grove Chips 1144,Snacks,Chips,7.03,4.63,Grove
SKU01145,DailyDelight Skin 1145,Personal Care,Skin,90.49,52.01,DailyDelight
SKU01146,BlueMart Milk 1146,Dairy,Milk,6.93,5.68,BlueMart
SKU01147,PrimeChoice Oral 1147,Personal Care,Oral,85.67,51.64,PrimeChoice
SKU01148,SunValley Biscui 1148,Snacks,Biscuits,25.13,14.95,SunValley
SKU01149,HomeSense Frozen 1149,Grocery,Frozen,40.41,29.67,HomeSense
SKU01150,DailyDelight Cheese 1150,Dairy,Cheese,59.79,38.85,DailyDelight
SKU01151,FreshFarm Hair 1151,Personal Care,Hair,73.75,48.43,FreshFarm
SKU01152,PrimeChoice Cleani 1152,Household,Cleaning,133.18,94.64,PrimeChoice
SKU01153,SunValley Access 1153,Electronics,Accessories,103.5,60.53,SunValley
SKU01154,DailyDelight Laundr 1154,Household,Laundry,43.86,31.15,DailyDelight
SKU01155,BlueMart Biscui 1155,Snacks,Biscuits,26.21,16.05,BlueMart
SKU01156,Grove Milk 1156,Dairy,Milk,30.76,23.59,Grove
SKU01157,EcoHome Yogurt 1157,Dairy,Yogurt,7.3,5.09,EcoHome
SKU01158,HomeSense Laundr 1158,Household,Laundry,126.75,85.98,HomeSense
SKU01159,CarePlus Cheese 1159,Dairy,Cheese,40.26,26.21,CarePlus
SKU01160,FreshFarm Staple 1160,Grocery,Staples,4.03,2.81,FreshFarm
SKU01161,PureLife Small  1161,Electronics,Small Appliances,30.1,19.57,PureLife
SKU01162,BlueMart Cookin 1162,Grocery,Cooking,53.03,40.67,BlueMart
SKU01163,Grove Access 1163,Electronics,Accessories,548.02,359.18,Grove
SKU01164,EcoHome Laundr 1164,Household,Laundry,108.08,82.12,EcoHome
SKU01165,PrimeChoice Juices 1165,Beverages,Juices,41.41,24.66,PrimeChoice
SKU01166,Aroma Oral 1166,Personal Care,Oral,44.0,25.97,Aroma
SKU01167,CarePlus Oral 1167,Personal Care,Oral,54.2,31.19,CarePlus
SKU01168,Aroma Hair 1168,Personal Care,Hair,77.93,43.86,Aroma
SKU01169,Aroma Cookin 1169,Grocery,Cooking,33.35,19.9,Aroma
SKU01170,PrimeChoice Laundr 1170,Household,Laundry,59.35,45.12,PrimeChoice
SKU01171,PrimeChoice Kitche 1171,Household,Kitchenware,126.37,83.0,PrimeChoice
SKU01172,Aroma Milk 1172,Dairy,Milk,44.45,33.41,Aroma
SKU01173,SunValley Milk 1173,Dairy,Milk,50.66,34.81,SunValley
SKU01174,DailyDelight Skin 1174,Personal Care,Skin,88.92,53.79,DailyDelight
SKU01175,DailyDelight Juices 1175,Beverages,Juices,39.56,25.74,DailyDelight
SKU01176,EcoHome Water 1176,Beverages,Water,19.5,14.31,EcoHome
SKU01177,SunValley Home a 1177,Electronics,Home Audio,261.97,190.46,SunValley
SKU01178,PrimeChoice Soft d 1178,Beverages,Soft Drinks,22.03,12.49,PrimeChoice
SKU01179,HomeSense Home a 1179,Electronics,Home Audio,344.53,251.2,HomeSense
SKU01180,NovaTech Skin 1180,Personal Care,Skin,82.86,48.81,NovaTech
SKU01181,SunValley Soft d 1181,Beverages,Soft Drinks,29.87,17.21,SunValley
SKU01182,DailyDelight Kitche 1182,Household,Kitchenware,42.55,23.87,DailyDelight
SKU01183,BlueMart Small  1183,Electronics,Small Appliances,56.18,43.18,BlueMart
SKU01184,PureLife Yogurt 1184,Dairy,Yogurt,18.49,13.34,PureLife
SKU01185,Aroma Hair 1185,Personal Care,Hair,89.54,58.02,Aroma
SKU01186,FreshFarm Water 1186,Beverages,Water,10.08,7.58,FreshFarm
SKU01187,EcoHome Hair 1187,Personal Care,Hair,109.4,61.74,EcoHome
SKU01188,Aroma Cheese 1188,Dairy,Cheese,16.53,13.13,Aroma
SKU01189,BlueMart Small  1189,Electronics,Small Appliances,644.9,486.86,BlueMart
SKU01190,BlueMart Laundr 1190,Household,Laundry,71.89,58.67,BlueMart
SKU01191,EcoHome Laundr 1191,Household,Laundry,125.24,80.24,EcoHome
SKU01192,Aroma Home a 1192,Electronics,Home Audio,116.99,65.45,Aroma
SKU01193,HomeSense Juices 1193,Beverages,Juices,33.99,24.18,HomeSense
SKU01194,NovaTech Nuts 1194,Snacks,Nuts,4.01,3.25,NovaTech
SKU01195,FreshFarm Biscui 1195,Snacks,Biscuits,30.16,17.06,FreshFarm
SKU01196,PrimeChoice Staple 1196,Grocery,Staples,9.48,5.95,PrimeChoice
SKU01197,PureLife Water 1197,Beverages,Water,26.37,18.49,PureLife
SKU01198,PureLife Cheese 1198,Dairy,Cheese,14.89,10.6,PureLife
SKU01199,FreshFarm Yogurt 1199,Dairy,Yogurt,13.5,9.57,FreshFarm
SKU01200,PureLife Juices 1200,Beverages,Juices,23.31,15.27,PureLife
SKU01201,PrimeChoice Biscui 1201,Snacks,Biscuits,26.99,19.65,PrimeChoice
SKU01202,HomeSense Milk 1202,Dairy,Milk,9.62,5.63,HomeSense
SKU01203,HomeSense Milk 1203,Dairy,Milk,20.21,14.54,HomeSense
SKU01204,BlueMart Home a 1204,Electronics,Home Audio,503.0,318.99,BlueMart
SKU01205,CarePlus Yogurt 1205,Dairy,Yogurt,5.01,3.8,CarePlus
SKU01206,BlueMart Cheese 1206,Dairy,Cheese,23.5,17.4,BlueMart
SKU01207,FreshFarm Water 1207,Beverages,Water,27.24,15.26,FreshFarm
SKU01208,DailyDelight Access 1208,Electronics,Accessories,396.54,290.81,DailyDelight
SKU01209,Aroma Small  1209,Electronics,Small Appliances,175.47,125.76,Aroma
SKU01210,FreshFarm Soft d 1210,Beverages,Soft Drinks,36.82,28.25,FreshFarm
SKU01211,HomeSense Home a 1211,Electronics,Home Audio,75.19,56.06,HomeSense
SKU01212,SunValley Milk 1212,Dairy,Milk,6.47,4.64,SunValley
SKU01213,CarePlus Chips 1213,Snacks,Chips,10.6,6.71,CarePlus
SKU01214,PureLife Kitche 1214,Household,Kitchenware,90.26,61.82,PureLife
SKU01215,DailyDelight Frozen 1215,Grocery,Frozen,58.07,38.82,DailyDelight
SKU01216,PureLife Frozen 1216,Grocery,Frozen,85.77,51.41,PureLife
SKU01217,NovaTech Cookin 1217,Grocery,Cooking,26.87,20.38,NovaTech
SKU01218,PureLife Kitche 1218,Household,Kitchenware,11.45,8.31,PureLife
SKU01219,Grove Hair 1219,Personal Care,Hair,11.57,7.45,Grove
SKU01220,DailyDelight Juices 1220,Beverages,Juices,16.36,12.62,DailyDelight
SKU01221,NovaTech Juices 1221,Beverages,Juices,16.48,11.42,NovaTech
SKU01222,EcoHome Staple 1222,Grocery,Staples,15.47,10.44,EcoHome
SKU01223,PureLife Soft d 1223,Beverages,Soft Drinks,42.2,24.11,PureLife
SKU01224,Grove Soft d 1224,Beverages,Soft Drinks,34.72,24.27,Grove
SKU01225,EcoHome Soft d 1225,Beverages,Soft Drinks,15.4,8.67,EcoHome
SKU01226,NovaTech Hair 1226,Personal Care,Hair,44.55,31.1,NovaTech
SKU01227,PrimeChoice Yogurt 1227,Dairy,Yogurt,43.42,28.45,PrimeChoice
SKU01228,SunValley Cleani 1228,Household,Cleaning,94.59,76.83,SunValley
SKU01229,Aroma Juices 1229,Beverages,Juices,14.51,8.44,Aroma
SKU01230,PureLife Small  1230,Electronics,Small Appliances,466.01,317.77,PureLife
SKU01231,DailyDelight Water 1231,Beverages,Water,32.45,20.36,DailyDelight
SKU01232,PureLife Hair 1232,Personal Care,Hair,32.67,26.61,PureLife
SKU01233,PureLife Small  1233,Electronics,Small Appliances,856.2,528.28,PureLife
SKU01234,FreshFarm Hair 1234,Personal Care,Hair,13.39,9.91,FreshFarm
SKU01235,Grove Water 1235,Beverages,Water,17.06,11.01,Grove
SKU01236,HomeSense Access 1236,Electronics,Accessories,63.99,41.05,HomeSense
SKU01237,FreshFarm Hair 1237,Personal Care,Hair,37.57,21.3,FreshFarm
SKU01238,HomeSense Kitche 1238,Household,Kitchenware,107.58,67.96,HomeSense
SKU01239,PureLife Biscui 1239,Snacks,Biscuits,46.71,27.59,PureLife
SKU01240,CarePlus Kitche 1240,Household,Kitchenware,85.51,67.45,CarePlus
SKU01241,HomeSense Milk 1241,Dairy,Milk,29.43,21.09,HomeSense
SKU01242,EcoHome Chips 1242,Snacks,Chips,7.0,4.06,EcoHome
SKU01243,PrimeChoice Home a 1243,Electronics,Home Audio,867.34,568.39,PrimeChoice
SKU01244,PrimeChoice Biscui 1244,Snacks,Biscuits,15.53,10.99,PrimeChoice
SKU01245,PureLife Laundr 1245,Household,Laundry,154.15,94.34,PureLife
SKU01246,Aroma Water 1246,Beverages,Water,8.74,7.03,Aroma
SKU01247,CarePlus Chips 1247,Snacks,Chips,20.63,14.85,CarePlus
SKU01248,PureLife Skin 1248,Personal Care,Skin,84.49,56.54,PureLife
SKU01249,PrimeChoice Cleani 1249,Household,Cleaning,65.16,44.69,PrimeChoice
SKU01250,SunValley Yogurt 1250,Dairy,Yogurt,25.35,19.91,SunValley
SKU01251,NovaTech Frozen 1251,Grocery,Frozen,22.62,17.38,NovaTech
SKU01252,Grove Nuts 1252,Snacks,Nuts,12.91,9.84,Grove
SKU01253,SunValley Laundr 1253,Household,Laundry,135.07,84.05,SunValley
SKU01254,PureLife Laundr 1254,Household,Laundry,46.86,31.3,PureLife
SKU01255,BlueMart Access 1255,Electronics,Accessories,461.5,351.1,BlueMart
SKU01256,FreshFarm Chips 1256,Snacks,Chips,14.92,8.5,FreshFarm
SKU01257,SunValley Cheese 1257,Dairy,Cheese,6.55,4.85,SunValley
SKU01258,FreshFarm Cleani 1258,Household,Cleaning,44.55,26.05,FreshFarm
SKU01259,EcoHome Yogurt 1259,Dairy,Yogurt,6.88,4.96,EcoHome
SKU01260,NovaTech Milk 1260,Dairy,Milk,26.26,19.79,NovaTech
SKU01261,EcoHome Home a 1261,Electronics,Home Audio,470.78,322.7,EcoHome
SKU01262,DailyDelight Small  1262,Electronics,Small Appliances,62.51,36.8,DailyDelight
SKU01263,DailyDelight Biscui 1263,Snacks,Biscuits,22.36,14.85,DailyDelight
SKU01264,HomeSense Laundr 1264,Household,Laundry,133.3,84.86,HomeSense
SKU01265,NovaTech Skin 1265,Personal Care,Skin,53.61,39.17,NovaTech
SKU01266,EcoHome Oral 1266,Personal Care,Oral,60.52,41.34,EcoHome
SKU01267,Aroma Chips 1267,Snacks,Chips,11.42,9.07,Aroma
SKU01268,SunValley Soft d 1268,Beverages,Soft Drinks,24.36,18.98,SunValley
SKU01269,HomeSense Access 1269,Electronics,Accessories,113.55,68.92,HomeSense
SKU01270,NovaTech Nuts 1270,Snacks,Nuts,23.85,13.34,NovaTech
SKU01271,HomeSense Home a 1271,Electronics,Home Audio,751.06,472.03,HomeSense
SKU01272,CarePlus Juices 1272,Beverages,Juices,32.99,20.31,CarePlus
SKU01273,Grove Frozen 1273,Grocery,Frozen,24.83,18.62,Grove
SKU01274,NovaTech Small  1274,Electronics,Small Appliances,577.71,370.37,NovaTech
SKU01275,Aroma Staple 1275,Grocery,Staples,73.86,43.32,Aroma
SKU01276,HomeSense Milk 1276,Dairy,Milk,2.65,1.93,HomeSense
SKU01277,Aroma Cheese 1277,Dairy,Cheese,79.75,44.59,Aroma
SKU01278,PrimeChoice Biscui 1278,Snacks,Biscuits,36.42,21.53,PrimeChoice
SKU01279,HomeSense Chips 1279,Snacks,Chips,2.36,1.4,HomeSense
SKU01280,PrimeChoice Juices 1280,Beverages,Juices,20.61,13.46,PrimeChoice
SKU01281,DailyDelight Yogurt 1281,Dairy,Yogurt,2.82,1.76,DailyDelight
SKU01282,NovaTech Frozen 1282,Grocery,Frozen,66.85,45.04,NovaTech
SKU01283,PureLife Biscui 1283,Snacks,Biscuits,22.19,17.23,PureLife
SKU01284,HomeSense Access 1284,Electronics,Accessories,574.9,351.73,HomeSense
SKU01285,BlueMart Chips 1285,Snacks,Chips,14.79,9.12,BlueMart
SKU01286,EcoHome Staple 1286,Grocery,Staples,32.89,20.75,EcoHome
SKU01287,Grove Hair 1287,Personal Care,Hair,23.97,13.38,Grove
SKU01288,Aroma Soft d 1288,Beverages,Soft Drinks,19.8,13.23,Aroma
SKU01289,NovaTech Milk 1289,Dairy,Milk,23.03,14.95,NovaTech
SKU01290,NovaTech Cheese 1290,Dairy,Cheese,17.74,11.2,NovaTech
SKU01291,SunValley Frozen 1291,Grocery,Frozen,12.67,7.9,SunValley
SKU01292,HomeSense Nuts 1292,Snacks,Nuts,30.92,25.38,HomeSense
SKU01293,HomeSense Home a 1293,Electronics,Home Audio,970.77,543.13,HomeSense
SKU01294,PrimeChoice Cookin 1294,Grocery,Cooking,37.83,25.33,PrimeChoice
SKU01295,HomeSense Hair 1295,Personal Care,Hair,75.0,41.98,HomeSense
SKU01296,EcoHome Home a 1296,Electronics,Home Audio,88.15,50.76,EcoHome
SKU01297,NovaTech Small  1297,Electronics,Small Appliances,371.02,245.21,NovaTech
SKU01298,HomeSense Frozen 1298,Grocery,Frozen,57.61,34.76,HomeSense
SKU01299,Aroma Juices 1299,Beverages,Juices,6.62,5.41,Aroma
SKU01300,CarePlus Hair 1300,Personal Care,Hair,87.55,52.12,CarePlus
SKU01301,SunValley Juices 1301,Beverages,Juices,20.55,16.62,SunValley
SKU01302,PrimeChoice Skin 1302,Personal Care,Skin,25.37,15.11,PrimeChoice
SKU01303,FreshFarm Staple 1303,Grocery,Staples,95.85,59.08,FreshFarm
SKU01304,CarePlus Small  1304,Electronics,Small Appliances,37.76,23.27,CarePlus
SKU01305,NovaTech Oral 1305,Personal Care,Oral,55.86,34.76,NovaTech
SKU01306,DailyDelight Staple 1306,Grocery,Staples,37.95,29.44,DailyDelight
SKU01307,PureLife Milk 1307,Dairy,Milk,23.23,14.54,PureLife
SKU01308,DailyDelight Laundr 1308,Household,Laundry,80.44,44.95,DailyDelight
SKU01309,SunValley Oral 1309,Personal Care,Oral,18.67,13.7,SunValley
SKU01310,SunValley Oral 1310,Personal Care,Oral,61.25,40.45,SunValley
SKU01311,DailyDelight Juices 1311,Beverages,Juices,35.69,21.09,DailyDelight
SKU01312,PureLife Soft d 1312,Beverages,Soft Drinks,21.8,13.99,PureLife
SKU01313,DailyDelight Small  1313,Electronics,Small Appliances,514.58,339.43,DailyDelight
SKU01314,FreshFarm Biscui 1314,Snacks,Biscuits,6.7,5.37,FreshFarm
SKU01315,EcoHome Yogurt 1315,Dairy,Yogurt,7.15,4.66,EcoHome
SKU01316,PrimeChoice Cookin 1316,Grocery,Cooking,14.71,8.46,PrimeChoice
SKU01317,HomeSense Laundr 1317,Household,Laundry,74.93,55.54,HomeSense
SKU01318,NovaTech Cheese 1318,Dairy,Cheese,65.93,36.98,NovaTech
SKU01319,FreshFarm Access 1319,Electronics,Accessories,212.23,118.48,FreshFarm
SKU01320,CarePlus Chips 1320,Snacks,Chips,29.15,18.05,CarePlus
SKU01321,PureLife Nuts 1321,Snacks,Nuts,18.39,12.74,PureLife
SKU01322,BlueMart Chips 1322,Snacks,Chips,10.44,6.5,BlueMart
SKU01323,FreshFarm Hair 1323,Personal Care,Hair,82.92,47.9,FreshFarm
SKU01324,BlueMart Small  1324,Electronics,Small Appliances,157.96,106.53,BlueMart
SKU01325,NovaTech Chips 1325,Snacks,Chips,18.88,11.65,NovaTech
SKU01326,CarePlus Chips 1326,Snacks,Chips,26.05,14.87,CarePlus
SKU01327,CarePlus Home a 1327,Electronics,Home Audio,449.47,324.61,CarePlus
SKU01328,DailyDelight Cookin 1328,Grocery,Cooking,60.34,48.77,DailyDelight
SKU01329,DailyDelight Home a 1329,Electronics,Home Audio,411.42,237.78,DailyDelight
SKU01330,EcoHome Nuts 1330,Snacks,Nuts,5.86,3.7,EcoHome
SKU01331,FreshFarm Nuts 1331,Snacks,Nuts,5.69,3.71,FreshFarm
SKU01332,SunValley Oral 1332,Personal Care,Oral,32.82,23.86,SunValley
SKU01333,NovaTech Small  1333,Electronics,Small Appliances,150.62,124.24,NovaTech
SKU01334,SunValley Soft d 1334,Beverages,Soft Drinks,14.94,8.79,SunValley
SKU01335,BlueMart Skin 1335,Personal Care,Skin,69.19,49.84,BlueMart
SKU01336,BlueMart Kitche 1336,Household,Kitchenware,118.22,69.81,BlueMart
SKU01337,DailyDelight Access 1337,Electronics,Accessories,263.44,154.51,DailyDelight
SKU01338,EcoHome Frozen 1338,Grocery,Frozen,24.16,14.0,EcoHome
SKU01339,BlueMart Cleani 1339,Household,Cleaning,80.53,50.03,BlueMart
SKU01340,CarePlus Hair 1340,Personal Care,Hair,84.32,50.07,CarePlus
SKU01341,FreshFarm Nuts 1341,Snacks,Nuts,2.36,1.57,FreshFarm
SKU01342,Aroma Milk 1342,Dairy,Milk,20.64,11.73,Aroma
SKU01343,SunValley Hair 1343,Personal Care,Hair,16.79,11.1,SunValley
SKU01344,PureLife Water 1344,Beverages,Water,9.62,5.59,PureLife
SKU01345,BlueMart Cheese 1345,Dairy,Cheese,77.45,45.42,BlueMart
SKU01346,SunValley Skin 1346,Personal Care,Skin,38.71,25.1,SunValley
SKU01347,NovaTech Cookin 1347,Grocery,Cooking,41.88,27.51,NovaTech
SKU01348,CarePlus Cookin 1348,Grocery,Cooking,67.51,42.85,CarePlus
SKU01349,PureLife Frozen 1349,Grocery,Frozen,69.27,43.18,PureLife
SKU01350,FreshFarm Oral 1350,Personal Care,Oral,47.36,30.75,FreshFarm
SKU01351,PrimeChoice Chips 1351,Snacks,Chips,6.0,4.19,PrimeChoice
SKU01352,HomeSense Kitche 1352,Household,Kitchenware,128.35,86.09,HomeSense
SKU01353,Grove Milk 1353,Dairy,Milk,57.58,35.06,Grove
SKU01354,SunValley Water 1354,Beverages,Water,28.81,18.51,SunValley
SKU01355,HomeSense Skin 1355,Personal Care,Skin,85.83,64.64,HomeSense
SKU01356,Grove Milk 1356,Dairy,Milk,7.86,5.42,Grove
SKU01357,CarePlus Frozen 1357,Grocery,Frozen,56.38,36.43,CarePlus
SKU01358,SunValley Frozen 1358,Grocery,Frozen,33.68,22.62,SunValley
SKU01359,EcoHome Hair 1359,Personal Care,Hair,8.24,5.06,EcoHome
SKU01360,BlueMart Juices 1360,Beverages,Juices,2.49,1.96,BlueMart
SKU01361,FreshFarm Chips 1361,Snacks,Chips,38.91,22.09,FreshFarm
SKU01362,EcoHome Cheese 1362,Dairy,Cheese,7.49,4.4,EcoHome
SKU01363,CarePlus Oral 1363,Personal Care,Oral,34.12,24.72,CarePlus
SKU01364,DailyDelight Kitche 1364,Household,Kitchenware,132.34,98.39,DailyDelight
SKU01365,HomeSense Laundr 1365,Household,Laundry,86.02,57.51,HomeSense
SKU01366,PrimeChoice Nuts 1366,Snacks,Nuts,7.2,4.78,PrimeChoice
SKU01367,EcoHome Cleani 1367,Household,Cleaning,82.7,54.12,EcoHome
SKU01368,NovaTech Biscui 1368,Snacks,Biscuits,15.05,11.48,NovaTech
SKU01369,Aroma Yogurt 1369,Dairy,Yogurt,80.59,47.15,Aroma
SKU01370,Aroma Skin 1370,Personal Care,Skin,64.28,46.3,Aroma
SKU01371,FreshFarm Juices 1371,Beverages,Juices,19.5,13.63,FreshFarm
SKU01372,DailyDelight Access 1372,Electronics,Accessories,398.91,271.88,DailyDelight
SKU01373,CarePlus Laundr 1373,Household,Laundry,17.66,10.27,CarePlus
SKU01374,PrimeChoice Soft d 1374,Beverages,Soft Drinks,7.6,5.92,PrimeChoice
SKU01375,FreshFarm Frozen 1375,Grocery,Frozen,41.19,31.65,FreshFarm
SKU01376,DailyDelight Frozen 1376,Grocery,Frozen,37.56,26.72,DailyDelight
SKU01377,NovaTech Small  1377,Electronics,Small Appliances,434.68,293.8,NovaTech
SKU01378,DailyDelight Access 1378,Electronics,Accessories,367.64,296.08,DailyDelight
SKU01379,EcoHome Frozen 1379,Grocery,Frozen,3.16,2.59,EcoHome
SKU01380,BlueMart Kitche 1380,Household,Kitchenware,127.28,89.8,BlueMart
SKU01381,NovaTech Access 1381,Electronics,Accessories,595.57,367.78,NovaTech
SKU01382,EcoHome Staple 1382,Grocery,Staples,65.22,40.55,EcoHome
SKU01383,BlueMart Staple 1383,Grocery,Staples,38.95,23.6,BlueMart
SKU01384,PureLife Oral 1384,Personal Care,Oral,72.16,52.95,PureLife
SKU01385,CarePlus Biscui 1385,Snacks,Biscuits,20.47,13.59,CarePlus
SKU01386,HomeSense Access 1386,Electronics,Accessories,662.62,501.48,HomeSense
SKU01387,FreshFarm Cheese 1387,Dairy,Cheese,54.1,42.54,FreshFarm
SKU01388,BlueMart Oral 1388,Personal Care,Oral,73.14,41.48,BlueMart
SKU01389,CarePlus Access 1389,Electronics,Accessories,362.27,236.46,CarePlus
SKU01390,SunValley Laundr 1390,Household,Laundry,94.85,63.91,SunValley
SKU01391,CarePlus Small  1391,Electronics,Small Appliances,412.09,249.04,CarePlus
SKU01392,PureLife Nuts 1392,Snacks,Nuts,8.53,4.84,PureLife
SKU01393,NovaTech Staple 1393,Grocery,Staples,68.48,43.52,NovaTech
SKU01394,FreshFarm Water 1394,Beverages,Water,53.71,33.2,FreshFarm
SKU01395,DailyDelight Yogurt 1395,Dairy,Yogurt,22.08,16.59,DailyDelight
SKU01396,Aroma Biscui 1396,Snacks,Biscuits,34.91,20.41,Aroma
SKU01397,BlueMart Soft d 1397,Beverages,Soft Drinks,10.21,6.58,BlueMart
SKU01398,FreshFarm Access 1398,Electronics,Accessories,247.77,176.8,FreshFarm
SKU01399,Grove Staple 1399,Grocery,Staples,43.09,26.54,Grove
SKU01400,CarePlus Yogurt 1400,Dairy,Yogurt,50.1,40.17,CarePlus
SKU01401,PrimeChoice Milk 1401,Dairy,Milk,24.49,19.92,PrimeChoice
SKU01402,BlueMart Frozen 1402,Grocery,Frozen,75.09,46.71,BlueMart
SKU01403,DailyDelight Access 1403,Electronics,Accessories,814.68,525.37,DailyDelight
SKU01404,BlueMart Yogurt 1404,Dairy,Yogurt,68.28,38.97,BlueMart
SKU01405,PrimeChoice Biscui 1405,Snacks,Biscuits,7.71,5.71,PrimeChoice
SKU01406,PrimeChoice Small  1406,Electronics,Small Appliances,37.62,26.71,PrimeChoice
SKU01407,DailyDelight Home a 1407,Electronics,Home Audio,361.8,290.38,DailyDelight
SKU01408,BlueMart Kitche 1408,Household,Kitchenware,187.44,107.77,BlueMart
SKU01409,EcoHome Cheese 1409,Dairy,Cheese,63.55,35.38,EcoHome
SKU01410,NovaTech Cookin 1410,Grocery,Cooking,16.49,11.56,NovaTech
SKU01411,DailyDelight Laundr 1411,Household,Laundry,117.99,75.24,DailyDelight
SKU01412,NovaTech Home a 1412,Electronics,Home Audio,79.38,63.17,NovaTech
SKU01413,SunValley Cheese 1413,Dairy,Cheese,31.63,21.9,SunValley
SKU01414,SunValley Access 1414,Electronics,Accessories,103.55,59.8,SunValley
SKU01415,SunValley Staple 1415,Grocery,Staples,65.35,44.18,SunValley
